# name	planet_status	mass	mass_error_min	mass_error_max	mass_sini	mass_sini_error_min	mass_sini_error_max	radius	radius_error_min	radius_error_max	orbital_period	orbital_period_error_min	orbital_period_error_max	semi_major_axis	semi_major_axis_error_min	semi_major_axis_error_max	eccentricity	eccentricity_error_min	eccentricity_error_max	inclination	inclination_error_min	inclination_error_max	angular_distance	discovered	updated	omega	omega_error_min	omega_error_max	tperi	tperi_error_min	tperi_error_max	tconj	tconj_error_min	tconj_error_max	tzero_tr	tzero_tr_error_min	tzero_tr_error_max	tzero_tr_sec	tzero_tr_sec_error_min	tzero_tr_sec_error_max	lambda_angle	lambda_angle_error_min	lambda_angle_error_max	impact_parameter	impact_parameter_error_min	impact_parameter_error_max	tzero_vr	tzero_vr_error_min	tzero_vr_error_max	k	k_error_min	k_error_max	temp_calculated	temp_calculated_error_min	temp_calculated_error_max	temp_measured	hot_point_lon	geometric_albedo	geometric_albedo_error_min	geometric_albedo_error_max	log_g	publication	detection_type	mass_detection_type	radius_detection_type	alternate_names	molecules	star_name	ra	dec	mag_v	mag_i	mag_j	mag_h	mag_k	star_distance	star_distance_error_min	star_distance_error_max	star_metallicity	star_metallicity_error_min	star_metallicity_error_max	star_mass	star_mass_error_min	star_mass_error_max	star_radius	star_radius_error_min	star_radius_error_max	star_sp_type	star_age	star_age_error_min	star_age_error_max	star_teff	star_teff_error_min	star_teff_error_max	star_detected_disc	star_magnetic_field	star_alternate_names
HD 133131 B b	Confirmed				2.5	0.05	0.05				6119.0	831.0	831.0				0.62	0.04	0.04					2016	2016-08-24				2450298.0																					37.29	0.65	0.65										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 133131 B	225.899193804	-27.8409866895	8.42					47.0			-0.281	0.013	0.013	0.93						G2	9.7			5805.0	15.0	15.0			
HD 134060 b	Confirmed				0.0351	0.0021	0.0021				3.27	0.0002	0.0002	0.0444	0.0007	0.0007	0.4	0.04	0.04				0.001835	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 134060	227.6875	-61.4222222	6.29					24.2	0.25	0.25										G0V									
HD 134060 c	Confirmed				0.1507	0.071	0.071				1160.9	27.046	27.046	2.2263	0.0507	0.0507	0.75	0.19	0.19				0.091996	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 134060	227.6875	-61.4222222	6.29					24.2	0.25	0.25										G0V									
HD 134113 b	Confirmed				47.0	3.0	3.0				201.68	0.004	0.004	0.638	0.01	0.01	0.0891	0.002	0.002					2016	2016-02-10	163.0	0.2	0.2	2456808.54	0.05	0.05																			3965.0	46.0	55.0										Published in a refereed paper	Radial Velocity	Radial Velocity				HD 134113	226.945833349	8.87972225	8.26					71.9			-0.74	0.02	0.02	0.81	0.01	0.01				F9V				5782.0	22.0	22.0			
HD 134606 b	Confirmed				0.0292	0.003	0.003				12.083	0.0096	0.0096	0.1023	0.0017	0.0017	0.15	0.1	0.1				0.00386	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 134606	228.8125	-70.5197222	6.85					26.5	0.4	0.4										G6IV									
HD 134606 c	Confirmed				0.0382	0.0048	0.0048				59.519	0.1746	0.1746	0.2962	0.0049	0.0049	0.29	0.2	0.2				0.011177	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 134606	228.8125	-70.5197222	6.85					26.5	0.4	0.4										G6IV									
HD 134606 d	Confirmed				0.121	0.013	0.013				459.26	8.3238	8.3238	1.1567	0.0241	0.0241	0.46	0.09	0.09				0.043649	2011	2011-09-11																																					Submitted to a professional journal	Radial Velocity					HD 134606	228.8125	-70.5197222	6.85					26.5	0.4	0.4										G6IV									
HD 134987 b	Confirmed				1.59	0.02	0.02				258.19	0.07	0.07	0.81	0.02	0.02	0.233	0.002	0.002				0.036486	1999	2009-12-14	252.7	0.5	0.5	10071.0	0.8	0.8																															Published in a refereed paper	Radial Velocity					HD 134987	228.3666667	-25.3091667	6.45					22.2	1.1	1.1	0.25	0.02	0.02	1.07	0.08	0.08	1.25	0.04	0.04	G5 V	9.7	3.7	3.7	5740.0	23.0	23.0			
HD 134987 c	Confirmed				0.82	0.03	0.03				5000.0	400.0	400.0	5.8	0.5	0.5	0.12	0.02	0.02				0.261261	2009	2009-12-14	195.0	48.0	48.0	11100.0	600.0	600.0																															Published in a refereed paper	Radial Velocity					HD 134987	228.3666667	-25.3091667	6.45					22.2	1.1	1.1	0.25	0.02	0.02	1.07	0.08	0.08	1.25	0.04	0.04	G5 V	9.7	3.7	3.7	5740.0	23.0	23.0			
HD 136352 b	Confirmed	0.01454	0.00142	0.00142	0.0166	0.0025	0.0025	0.13222	0.00517	0.00517	11.57779	0.001	0.001	0.0969	0.0019	0.0019	0.079	0.053	0.068	88.86	0.3	0.54	0.006304	2011	2020-07-23	172.0	67.0	67.0	2458622.4	1.9	2.1				2458631.7672	0.0023	0.0023	2458625.63	2.0	2.0				0.41	0.2	0.12				1.4	0.13	0.13	911.0	18.0	18.0							Submitted to a professional journal	Radial Velocity	Radial Velocity	Primary Transit			HD 136352	230.45	-48.3175	5.65					14.8	0.08	0.08										G4V									
HD 136352 c	Confirmed	0.03552	0.00217	0.0023	0.0358	0.0031	0.0031	0.183854	0.00696	0.00696	27.5909	0.0031	0.028	0.1729	0.003	0.0034	0.037	0.026	0.039	88.658	0.057	0.057	0.01125	2011	2020-07-23	142.0	92.0	86.0	2458626.9	6.6	6.6				2458650.8947	0.001	0.001	2458636.93	0.67	0.39				0.854	0.016	0.013				2.55	0.13	0.13	682.0	14.0	14.0							Submitted to a professional journal	Radial Velocity	Radial Velocity	Primary Transit			HD 136352	230.45	-48.3175	5.65					14.8	0.08	0.08										G4V									
HD 136352 d	Confirmed				0.03	0.011	0.011				107.63	0.19	0.19	0.4285	0.0076	0.0085	0.075	0.053	0.085				0.02777	2011	2020-07-23	185.0	87.0	79.0	2458510.0	25.0	25.0																			1.51	0.14	0.14	433.0	9.0	9.0							Submitted to a professional journal	Radial Velocity	Radial Velocity				HD 136352	230.45	-48.3175	5.65					14.8	0.08	0.08										G4V									
HD 136418 b	Confirmed				2.0	0.1	0.1				464.3	3.2	3.2	1.32	0.03	0.03	0.255	0.041	0.041				0.013442	2010	2010-03-18	12.0	10.0	10.0	2455228.0	10.0	10.0																															Submitted to a professional journal	Radial Velocity					HD 136418	229.7791667	41.7333333	7.88					98.2	5.6	5.6	-0.07	0.03	0.03	1.33	0.09	0.09	3.4	0.1	0.1	G5	4.0	1.0	1.0	5071.0	44.0	44.0			
